,glottocode,name,region,AES,EGIDS,L1_pop,L1_pop_prop,documentation,area
5709,usku1243,Usku,South-Eastern Asia,shifting,8a,110,10.84739732,little or none,614.4949184
5710,ulit1238,Ulithian,Oceania,shifting,5,3000,,detailed,5.097036056
5711,meri1244,Meriam,Oceania,shifting,6b,210,,basic,11.19201301
5712,ulum1237,Ulumanda',South-Eastern Asia,not endangered,6a,30000,236.1947392,little or none,2143.95821
5713,umal1238,Uma' Lung,South-Eastern Asia,shifting,6b,3000,235.9432822,basic,590.9693477
5714,umat1237,Umatilla,Northern America,nearly extinct,8a,25,2.050316459,basic,441.5095264
5715,umbu1257,Umbundu,Africa,not endangered,3,6000000,172248.5128,detailed,105208.0103
5716,umbi1243,Umbindhamu,Australia and New Zealand,nearly extinct,10,0,0.0,basic,4177.510748
5717,umbu1256,Umbuygamu,Australia and New Zealand,nearly extinct,10,0,0.0,basic,2073.223675
5718,ukit1237,Ukit,South-Eastern Asia,shifting,6b,120,46.92481937,little or none,34.42242812
5719,umon1238,Umon,Western Africa,not endangered,5,20000,45.1636858,little or none,531.2490765
5720,maky1235,Makyan Naga,South-Eastern Asia,not endangered,6a,4000,319.0501378,basic,705.3610809
5721,umot1240,Umotína,South America,extinct,8b,125,29.05412715,basic,27549.39558
5722,umpi1239,Umpila,Australia and New Zealand,nearly extinct,8b,100,9370.551992,basic,937.6424888
5723,umbu1235,Umbugarla,Australia and New Zealand,extinct,10,0,0.0,basic,5779.631771
5724,pend1242,Pendau,South-Eastern Asia,shifting,6b,4500,61.54998072,detailed,1262.323923
5725,muns1251,Munsee,Northern America,nearly extinct,8b,7,0.265578404,basic,81.15978124
5726,nort2857,North Watut,Oceania,not endangered,6a,630,30.68298457,basic,118.1776979
5727,unem1238,Uneme,Western Africa,threatened,6b,19800,81.50536716,little or none,55.98347818
5728,ngar1284,Ngarinyin,Australia and New Zealand,nearly extinct,7,57,18951.36348,detailed,58838.21727
5729,enaw1238,Enawené-Nawé,South America,shifting,6a,320,155.0549256,basic,17253.23436
5730,unam1242,Unami,Northern America,extinct,9,13500,690.2163774,detailed,1144.345757
5731,mund1320,Mundari,Southern Asia,not endangered,5,1120280,1713.494231,detailed,3526.661868
5732,unde1235,Unde Kaili,South-Eastern Asia,not endangered,6a,25000,182.9254913,little or none,583.3924792
5733,umed1238,Umeda-Punda,Oceania,threatened,6a,290,42.69558183,little or none,45.68269393
5734,urip1239,Uripiv-Wala-Rano-Atchin,Oceania,not endangered,5,9000,839.1129755,detailed,98.91581816
5735,urar1246,Urarina,South America,shifting,5,3000,2597.497429,detailed,5152.489274
5736,urub1250,Urubú-Kaapor,South America,shifting,5,800,50.68224976,detailed,10088.00466
5737,urni1239,Urningangg,Australia and New Zealand,moribund,10,0,0.0,basic,9757.53079
5738,uruu1244,Uru,South America,extinct,8b,2,0.056864789,detailed,179.1647061
5739,urig1240,Urigina,Oceania,threatened,6a,1400,33.99054055,little or none,115.370296
5740,urho1239,Urhobo,Western Africa,not endangered,5,546000,1204.720337,detailed,3467.059682
5741,urim1252,Urim,Oceania,shifting,5,3740,161.3100561,detailed,193.325199
5742,urap1239,Urapmin,Oceania,shifting,6a,370,95.86494453,little or none,60.3593183
5743,urua1244,Uruangnirin,South-Eastern Asia,shifting,6b,400,54.44458556,little or none,9.452921717
5744,urap1240,Ura (Papua New Guinea),Oceania,shifting,4,1900,61.82426738,basic,954.1031859
5745,leha1244,Lehalurup,Oceania,shifting,6a,250,24.47527193,little or none,9.999842717
5746,urat1244,Urat,Oceania,shifting,6b,6280,238.6851851,basic,131.1049884
5747,urum1250,Urumi,South America,extinct,10,0,0.0,little or none,7686.042406
5748,urua1242,Uruava,Oceania,extinct,10,0,0.0,basic,200.4973398
5749,sopp1247,Sop,Oceania,threatened,5,2250,66.13469713,little or none,267.4619273
5750,urim1251,Urimo,Oceania,shifting,6b,800,40.28203875,little or none,239.64545
5751,orya1242,Orya,South-Eastern Asia,threatened,6b,1600,111.1512326,basic,3436.988115
5752,urue1240,Uru-Eu-Wau-Wau,South America,shifting,6b,87,122.2521697,basic,2649.538653
5753,usar1243,Usarufa,Oceania,threatened,6b,1300,19.46205996,detailed,68.15256119
5754,usho1238,Ushojo,Southern Asia,shifting,6a,2000,5.624369029,little or none,39.2353651
5755,usui1238,Usui,Southern Asia,not endangered,5,22400,79.80991014,basic,3568.050553
5756,usag1244,Usaghade,Western Africa,threatened,6b,10000,40.8978651,little or none,1604.043704
5757,uspa1245,Uspanteco,Central America,shifting,5,2000,10.23966413,detailed,16.99096471
5758,uyaa1238,Uya,Oceania,shifting,8a,270,10.19045357,little or none,10.05630575
5759,otan1238,Otank,Western Africa,not endangered,6a,15000,109.7399984,little or none,429.1482906
5760,utes1238,Ute-Southern Paiute,Northern America,shifting,6b,920,291.5927912,detailed,8100.194899
5761,amba1266,Amba (Solomon Islands),Oceania,not endangered,6a,590,35.8928941,little or none,33.53298422
5762,etul1245,Etulo,Western Africa,not endangered,6a,10000,52.44281694,little or none,266.8567011
5763,utuu1240,Utu,Oceania,not endangered,6a,580,18.11381125,little or none,60.5439278
5764,urum1249,Urum,Arab,shifting,6b,192700,2190.578076,detailed,4346.832558
5765,,Kulon-Pazeh,Asia,nearly extinct,8b,1,0.005675477,detailed,1095.855241
5766,urav1235,Ura (Vanuatu),Oceania,nearly extinct,8b,6,2.36987965,detailed,140.4325716
5767,uuuu1243,U,Asia,shifting,7,40000,1108.407842,basic,161.0408444
5768,west2516,West Uvean,Oceania,threatened,6b,2220,172.9759837,detailed,48.32848873
5769,urii1240,Uri,Oceania,not endangered,5,2500,87.68616694,basic,221.325392
5770,lote1237,Lote,Oceania,not endangered,5,5500,399.546106,detailed,467.366623
5771,kuku1280,Kuku-Uwanh,Australia and New Zealand,moribund,8a,40,41125.40152,detailed,277.9241306
5772,doko1243,Doko-Uyanga,Western Africa,shifting,6b,200,0.797479527,little or none,483.5960072
5773,nort2690,Northern Uzbek,Asia,not endangered,1,17695000,187302.2356,detailed,153467.3592
5774,sout2699,Southern Uzbek,Asia,not endangered,2,2911980,33298.26422,basic,89752.53689
5775,vaag1238,Vaagri Booli,Southern Asia,threatened,6a,9300,16.00695064,detailed,3960.762848
5776,vale1250,Vale,Africa,not endangered,6a,5400,610.4381452,little or none,1074.928433
5777,vafs1240,Vafsi,Southern Asia,threatened,7,18000,244.033726,basic,92.74786687
5778,vagl1239,Vagla,Western Africa,not endangered,5,13500,534.1151602,detailed,914.2559636
5779,varh1239,Varhadi-Nagpuri,Southern Asia,not endangered,5,6970000,20784.26809,detailed,10471.71012
5780,vaii1241,Vai,Western Africa,not endangered,5,119500,2055.67643,detailed,4331.047647
5781,vase1234,Northern Ju,Africa,not endangered,6a,61300,39347.70742,basic,22067.43774
5782,vehe1237,Vehes,Oceania,moribund,7,70,2.128012298,little or none,22.89828679
5783,vani1248,Vanimo,Oceania,threatened,6a,2670,54.05141005,basic,85.97637072
5784,valm1241,Walman,Oceania,moribund,8a,1740,115.8911417,basic,199.5840954
5785,vaoo1237,Vao,Oceania,not endangered,6a,1900,109.9238989,little or none,15.33843992
5786,vaip1239,Vaiphei,Southern Asia,threatened,5,40000,287.1393115,basic,579.8261531
5787,huar1255,Huarijio,Central America,shifting,6a,2840,722.2808489,detailed,2552.550792
5788,vasa1239,Vasavi,Southern Asia,not endangered,5,1200000,3955.12697,basic,957.0184276
5789,vanu1242,Vanuma,Africa,not endangered,6a,6700,44.80091906,little or none,171.5646138
5790,varl1238,Varli,Southern Asia,not endangered,5,600000,1140.074064,basic,19859.41742
5791,wayu1241,Wayu,Southern Asia,shifting,7,1520,8.475598538,detailed,33.3768926
5792,sout2883,Southeast Babar,South-Eastern Asia,not endangered,6a,4460,247.6157153,basic,129.788955
5793,vene1258,Venetian,South America,threatened,5,3852500,38296.84889,detailed,41257.03622
5794,vedd1240,Veddah,Southern Asia,extinct,8b,0,0.0,little or none,253.2129441
5795,vemg1240,Vemgo-Mabas,Western Africa,not endangered,6a,15000,69.55089938,little or none,77.68320758
5796,vend1245,Venda,Africa,not endangered,1,1294000,75480.45801,detailed,33300.88255
5797,vent1242,Ventureño,Northern America,extinct,9,0,0.0,detailed,17.18869682
5798,veps1250,Veps,Europe,moribund,6b,3610,614.5041343,detailed,3247.390791
5799,momj1237,Mom Jango,Western Africa,not endangered,6a,110520,736.4608121,little or none,2635.236527
5800,vagh1246,Vaghri,Southern Asia,not endangered,6a,10000,34.15738176,detailed,2222.721337
5801,vidu1238,Vidunda,Africa,shifting,6b,32000,1194.269526,little or none,414.4296723
5802,viet1252,Vietnamese,Asia,not endangered,1,65807200,243085.7278,detailed,93678.6791
5803,vili1238,Vili,Africa,not endangered,6a,11000,920.3327364,detailed,6382.044598
5804,viem1243,Viemo,Western Africa,not endangered,6a,8000,88.7412216,basic,820.5757561
5805,vinz1238,Vinza,Africa,threatened,6a,10000,345.4316133,basic,3666.052812
5806,vish1243,Vishavan,Southern Asia,shifting,6b,150,0.236009158,little or none,370.1650492
5807,viti1241,Viti,Western Africa,not endangered,6a,0,0.0,little or none,18.63563371
5808,idun1242,Iduna,Oceania,not endangered,5,6000,120.1410727,detailed,239.7614844
5809,kari1304,Kariyarra,Australia and New Zealand,nearly extinct,10,0,0.0,basic,14725.01982
5810,ijaz1238,Ija-Zuba,Western Africa,not endangered,6a,0,0.0,basic,128.5757937
5811,kuja1239,Kujarge,Africa,shifting,7,1000,52.47059477,little or none,723.5481459
5812,kuli1254,Kulisusu,South-Eastern Asia,not endangered,6a,22000,337.1622183,basic,1118.211902
5813,kama1372,Kamakan,South America,extinct,10,0,0.0,basic,41557.52078
5814,kode1237,Kodeoha,South-Eastern Asia,shifting,6a,1500,20.88282763,little or none,173.9430608
5815,korl1238,Korlai Portuguese,Southern Asia,not endangered,6a,750,3.206957675,detailed,266.2284939
5816,kurr1243,Kurrama,Australia and New Zealand,nearly extinct,8b,50,897.1708569,detailed,6285.156558
5817,valp1237,Valpei,Oceania,shifting,6b,300,73.25980442,little or none,198.213889
5818,vlaa1240,Western Flemish,Europe,threatened,6b,1202000,2495.72157,detailed,4802.258367
5819,mart1255,Martuthunira,Australia and New Zealand,nearly extinct,8b,5,2.511359167,detailed,1833.987804
5820,mbab1239,Mbabaram,Australia and New Zealand,extinct,10,0,0.0,basic,41360.35682
5821,juxt1235,Juxtlahuaca Mixtec,Central America,threatened,6a,16000,302.77006,little or none,399.9233913
5822,mudu1241,Mudu Koraga,Southern Asia,shifting,6b,0,0.0,basic,330.9547001
5823,east2462,East Masela,South-Eastern Asia,moribund,8a,520,28.86999371,little or none,13.94545678
5824,main1267,Ostfränkisch,Europe,threatened,6a,4910000,9704.380201,detailed,41097.43491
5825,mini1251,Minigir,Oceania,not endangered,6a,600,14.61033198,detailed,26.76925224
5826,mara1373,Maraghei,Southern Asia,shifting,7,0,0.0,basic,738.7452995
5827,miwa1242,Miwa,Australia and New Zealand,extinct,10,0,0.0,basic,14173.84584
5828,ixta1235,Ixtayutla Mixtec,Central America,threatened,6a,6380,181.0305963,little or none,164.0197226
5829,makh1260,Makhuwa-Shirima,Africa,not endangered,5,618000,56764.06771,basic,34564.31036
5830,malg1242,Malgana,Australia and New Zealand,extinct,10,0,0.0,basic,16163.94548
5831,mitl1235,Mitlatongo Mixtec,Central America,threatened,6a,1800,16.03390624,basic,89.63313879
5832,soya1237,Soyaltepec Mazatec,Central America,threatened,6a,27500,305.170393,basic,921.9692733
5833,soya1236,Soyaltepec Mixtec,Central America,shifting,8a,220,8.950172517,little or none,64.1587489
5834,mare1260,Marenje,Africa,not endangered,6a,90000,608.9204597,basic,1638.066071
5835,mulu1243,Muluridyi,Australia and New Zealand,nearly extinct,10,0,0.0,little or none,3033.456501
5836,vall1252,Valley Maidu,Northern America,extinct,10,0,0.0,little or none,7246.769214
5837,makh1264,Makhuwa,Africa,not endangered,5,3090000,23025.98562,detailed,81757.25361
5838,tama1339,Tamazola Mixtec,Central America,threatened,6b,1400,11.64102828,little or none,76.18486344
5839,ayau1235,Ayautla Mazatec,Central America,threatened,5,3700,44.09590887,basic,61.81924014
5840,maza1296,Mazatlán Mazatec,Central America,threatened,6a,12000,174.7862984,detailed,147.1805066
5841,vano1237,Lovono,Oceania,nearly extinct,8b,10,0.869449273,basic,251.9114182
5842,vinm1237,Neve'ei,Oceania,shifting,6b,500,53.88544792,detailed,81.05776305
5843,vuna1239,Vunapu,Oceania,shifting,6b,380,80.63431048,little or none,152.4713574
5844,voro1240,Voro,Western Africa,not endangered,6a,0,0.0,little or none,131.2053177
5845,voti1245,Votic,Europe,nearly extinct,8b,68,2.183204954,detailed,47.68421444
5846,sout2679,South Estonian,Europe,threatened,6a,60000,2410.780369,basic,10542.42127
5847,vari1239,Varisi,Oceania,not endangered,5,5160,465.7136829,little or none,720.1371366
5848,burm1263,Burmbar,Oceania,shifting,6a,900,104.9888763,little or none,86.6654708
5849,vito1235,Vitou,South-Eastern Asia,shifting,7,630,167.625579,little or none,60.17716519
5850,vumb1238,Vumbu,Africa,shifting,7,2460,664.2097601,basic,181.4370063
5851,vunj1238,Vunjo,Africa,not endangered,6a,300000,1829.416132,basic,773.3092447
5852,vute1244,Vute,Africa,not endangered,5,21000,2956.340254,basic,25331.15255
5853,awac1238,Ximeng-Menglian Awa,Asia,threatened,6b,98000,1462.705811,basic,2934.416101
5854,wall1238,Northeast Sahaptin,Northern America,nearly extinct,8a,25,2.080886286,basic,214.1515131
5855,wabb1237,Wab,Oceania,shifting,6b,120,7.541790214,little or none,3.048027973
5856,wasc1239,Upper Chinook,Northern America,extinct,8b,58,20.8357414,basic,264.2867169
5857,wand1267,Wandamen,South-Eastern Asia,threatened,5,5000,520.822206,basic,7804.558968
5858,wals1238,Walser,Europe,threatened,6b,22780,131.1606364,basic,18206.31795
5859,waem1237,Wa'ema,Oceania,not endangered,6a,1020,70.58951884,little or none,4.426426603
5860,watu1247,Watubela,South-Eastern Asia,not endangered,6a,4000,,little or none,37.71431695
5861,waff1241,Waffa,Oceania,not endangered,5,1300,44.83011673,basic,688.3326348
5862,wola1242,Wolaytta,Africa,not endangered,3,1710000,5086.00629,detailed,6399.903267
5863,wamp1249,Wampanoag,Northern America,extinct,9,4000,60.5241806,basic,22909.91535
5864,wann1242,Wan,Western Africa,not endangered,6a,22000,351.9041365,basic,482.0186794
5865,wapp1239,Wappo,Northern America,extinct,8b,53,0.201960492,detailed,3303.138821
5866,wapi1253,Wapishana,South America,threatened,6b,12500,10714.92068,detailed,28158.69463
5867,wage1238,Wageman,Australia and New Zealand,moribund,8b,10,187.9144733,detailed,9392.662215
5868,wara1300,Waray (Philippines),South-Eastern Asia,not endangered,3,2560000,26543.77906,detailed,15729.71812
5869,wash1253,Washo,Northern America,moribund,8b,10,0.439011708,detailed,635.5205062
5870,kani1281,Kaninuwa,Oceania,shifting,6a,360,6.684140466,little or none,7.005831465
5871,waur1244,Waurá,South America,shifting,5,320,558.9609405,detailed,1022.117948
5872,waka1275,Waka,Western Africa,not endangered,6a,5000,39.07076232,little or none,68.23611248
5873,waiw1244,Waiwai,South America,shifting,5,2230,59863.15125,detailed,31327.85152
5874,wata1253,Watam,Oceania,shifting,6a,590,47.19200859,basic,84.57487681
5875,waya1269,Wayana,South America,shifting,5,850,1362.853174,detailed,3722.036691
5876,wamp1248,Wampur,Oceania,not endangered,6a,530,15.41953667,basic,64.82112615
5877,wara1303,Warao,South America,threatened,6a,28100,2411.730208,detailed,43614.68283
5878,wabo1240,Wabo,South-Eastern Asia,shifting,7,1500,39.33178544,little or none,308.0422873
5879,wari1264,Waritai,South-Eastern Asia,shifting,6b,150,6.046186757,little or none,505.1360353
5880,wara1292,Samue,Western Africa,shifting,6b,4500,64.42872348,basic,313.2729417
5881,wand1264,Wanda,Africa,threatened,6b,24000,586.4543813,little or none,2735.865755
5882,vwan1235,Vwanji,Africa,not endangered,5,28000,322.0210335,basic,597.2279909
5883,alag1248,Alagwa,Africa,shifting,6b,30000,384.929347,detailed,539.8711194
5884,waig1243,Waigali,Southern Asia,shifting,6a,11500,103.9520209,detailed,1293.318332
5885,wakh1245,Wakhi,Asia,threatened,6a,58000,5512.204304,detailed,13453.09742
5886,nucl1290,Zhenkang Wa,South-Eastern Asia,not endangered,5,40700,2146.90828,basic,18843.27653
5887,warl1254,Warlpiri,Australia and New Zealand,shifting,5,2510,1336257.975,detailed,221830.8408
5888,wadd1237,Waddar,Southern Asia,not endangered,6a,172000,213.1921337,detailed,14083.43908
5889,wagd1238,Wagdi,Southern Asia,not endangered,3,2510000,5741.388768,basic,13827.02915
5890,wanm1242,Wanman,Australia and New Zealand,moribund,8b,20,1127.394803,basic,30645.64191
5891,waja1257,Wajarri,Australia and New Zealand,moribund,8b,89,7384.707173,basic,22532.26569
5892,woii1237,Woi,South-Eastern Asia,shifting,6b,1800,29.86847091,detailed,73.08682132
5893,yano1262,Yanomámi,South America,shifting,6b,6000,61326.17371,detailed,37252.40272
5894,waci1239,Waci Gbe,Western Africa,not endangered,6a,476000,856.6615897,detailed,2107.270148
5895,wand1266,Wandji,Africa,not endangered,6a,10500,484.7679899,basic,1173.60818
5896,wada1263,Wadaginam,Oceania,not endangered,6a,950,47.24493717,little or none,37.6699175
5897,wadj1254,Wadjiginy,Australia and New Zealand,moribund,8b,12,2.912299009,basic,3866.780001
5898,wadj1255,Wadjigu,Australia and New Zealand,nearly extinct,10,0,0.0,little or none,58349.9444
5899,wewe1238,Wè Western,Western Africa,not endangered,5,25200,526.0641789,basic,867.5661476
5900,weda1241,Wedau,Oceania,not endangered,5,2200,154.7926118,basic,125.464177
5901,wehh1238,Weh,Africa,not endangered,6a,6900,65.49510731,basic,31.53566697
5902,were1244,Were,Oceania,not endangered,6a,490,271.9277324,little or none,206.1223885
5903,weme1239,Weme Gbe,Western Africa,not endangered,6a,60000,111.4531989,basic,543.4701064
5904,nort2864,Wemale,South-Eastern Asia,not endangered,6a,6000,77.13531074,basic,668.0906567
5905,west2356,Westphalic,Europe,threatened,6a,0,0.0,detailed,10811.06916
5906,weri1253,Weri,Oceania,not endangered,5,4160,339.2304554,detailed,829.8868992
5907,came1254,Cameroon Pidgin,Western Africa,not endangered,3,0,0.0,detailed,24720.37052
5908,pera1257,Perai,South-Eastern Asia,threatened,6b,280,15.54538134,little or none,225.0336311
5909,weje1237,Wewewa,South-Eastern Asia,not endangered,6a,55000,376.2480671,basic,917.603075
5910,yafi1240,Yafi,South-Eastern Asia,shifting,7,230,28.6659495,little or none,187.5638205
5911,waga1260,Wagaya,Australia and New Zealand,moribund,10,0,0.0,detailed,34176.45407
5912,wang1290,Wangganguru,Australia and New Zealand,nearly extinct,10,0,0.0,detailed,48794.69177
5913,nucl1620,Wahgi,Oceania,not endangered,5,39000,295.4320138,detailed,511.8545547
5914,waig1244,Waigeo,South-Eastern Asia,shifting,7,300,39.20427207,detailed,1568.341959
5915,warr1255,Warrgamay,Australia and New Zealand,nearly extinct,10,3,1.45903193,detailed,586.0131253
5916,manu1258,Manusela,South-Eastern Asia,not endangered,6a,7000,118.667768,basic,3247.352248
5917,nort2921,North Wahgi,Oceania,not endangered,6a,47000,437.563934,basic,1050.453299
