glottocode,isocode
shan1277,shn
shan1282,sho
shan1283,swo
shar1244,ssv
shar1245,mcd
shar1249,swq
shas1239,sht
shat1244,shj
shau1238,sqh
shaw1249,sjw
shee1238,shx
sheh1240,shv
shek1243,swv
shek1244,moy
shek1245,she
shel1236,sth
shem1239,seb
shen1247,shl
shen1251,scv
sher1255,xsr
sher1257,sdp
sher1258,bun
shes1236,kip
shih1239,ssh
shii1238,shr
shik1242,gua
shil1265,shk
shin1264,scl
shin1267,snh
ship1254,shp
shix1238,sxg
shol1240,sle
shom1245,sii
shon1251,sna
shoo1247,bcv
shor1247,cjs
shos1248,shh
shua1252,sdt
shua1254,shg
shua1257,jiv
shub1238,suj
shug1248,sgh
shum1235,sts
shum1243,scu
shus1248,shs
shuw1238,ksa
shwa1239,shw
shwe1236,pll
sial1240,slw
siam1242,sif
sian1254,sya
sian1255,spg
sian1257,snp
siar1238,sjr
siaw1243,mmp
sibe1248,nco
sibe1250,sty
sibu1258,sdx
sica1234,sxc
sich1238,iii
sici1248,scn
sici1249,sep
sicu1234,scx
sida1246,sid
side1240,xsd
siee1239,erg
sier1246,sgx
sier1248,nsu
sier1250,zaa
sigh1238,sxe
siha1245,snr
sihu1235,qws
sika1261,sky
sika1262,ski
sika1263,tty
siki1239,sik
sikk1242,sip
siks1238,bla
siku1242,skh
sila1247,slt
sila1250,mks
sile1253,szl
sile1255,sbq
sili1247,mkc
sili1249,wul
silo1240,xsp
silt1240,stv
silt1241,xst
sima1258,sie
simb1254,sbw
simb1255,smb
simb1256,sbb
simb1259,smg
sime1241,smr
sime1242,smz
simt1238,smt
sina1266,snc
sina1269,siu
sina1271,sst
sind1270,sbn
sind1272,snd
sind1277,xts
sind1280,sdi
sind1281,sjn
sing1237,sls
sing1264,sgp
sing1266,sgm
sinh1246,sin
sini1242,skq
sini1243,xti
sins1241,snz
sint1235,rmo
siny1243,sys
sion1247,snn
sioo1240,xsi
sipa1247,qum
sira1266,swj
sira1267,fos
sire1246,ysr
siri1273,srq
siri1274,sri
siri1278,sir
sirm1239,srx
siro1249,ssd
siss1242,sld
siss1243,sso
sius1254,sis
siva1239,siy
sivi1235,lsv
siwa1245,siw
siwi1239,siz
siwu1238,akp
siyi1240,csy
siza1240,szk
skag1239,ska
skep1238,skw
skol1241,sms
slav1253,den
slav1254,svm
slov1263,svk
slov1268,slv
slov1269,slk
smal1236,sfm
smar1235,kxq
snoh1241,sno
sobe1238,sob
soca1235,sox
soch1239,cso
sode1235,soc
soga1242,xog
sogd1245,sog
soii1239,soj
sokk1239,skk
soko1263,sok
soli1239,sby
solo1257,sol
solo1258,aaw
solo1262,szs
soma1255,som
somm1240,smc
somr1240,smu
somr1248,sor
somy1238,kgt
sona1244,ysg
sond1250,shc
song1299,soo
song1300,sod
song1303,sop
song1304,sgo
song1305,soe
song1313,csj
sonh1238,soi
soni1259,snk
soni1260,siq
sons1242,sov
sooo1254,sss
sooo1256,teu
sopp1247,urw
soqo1240,sqt
sora1254,srb
sori1242,sbh
sork1239,sqo
sors1239,ays
sosk1235,sdk
sota1242,krz
soul1243,bsz
sout1404,sfs
sout1439,xpf
sout1528,hbs
sout1549,nit
sout1555,hmy
sout1556,hma
sout2618,spx
sout2640,sdh
sout2642,bcc
sout2645,fay
sout2647,luz
sout2649,pbt
sout2668,hnd
sout2671,psh
sout2672,psi
sout2674,sma
sout2679,vro
sout2689,nik
sout2692,mnn
sout2694,alt
sout2697,azb
sout2699,uzs
sout2715,ghe
sout2718,tsf
sout2722,ymc
sout2723,nsd
sout2728,qxs
sout2729,pmj
sout2730,bfs
sout2732,nre
sout2734,lrr
sout2739,tjs
sout2741,kmc
sout2746,sou
sout2750,yux
sout2754,hms
sout2755,hmh
sout2756,hmg
sout2771,xtv
sout2774,ijs
sout2778,kss
sout2782,fal
sout2784,nbw
sout2785,gso
sout2787,lnl
sout2789,dga
sout2790,biv
sout2795,nnw
sout2797,wib
sout2807,sot
sout2826,grj
sout2828,snm
sout2832,dik
sout2833,dib
sout2834,dks
sout2840,bwq
sout2844,sbd
sout2856,erk
sout2857,sns
sout2859,tvk
sout2866,mqm
sout2869,nwi
sout2877,mcy
sout2883,vbb
sout2892,tlw
sout2895,nxl
sout2896,lmf
sout2905,agy
sout2908,ksc
sout2912,bln
sout2916,plv
sout2918,ssb
sout2920,bzc
sout2932,osu
sout2940,kts
sout2941,aws
sout2943,omw
sout2949,kjd
sout2954,ams
sout2956,hax
sout2957,tce
sout2958,caf
sout2959,xsl
sout2961,tix
sout2965,slh
sout2971,twr
sout2972,tcu
sout2973,npl
sout2976,stp
sout2977,tla
sout2978,crj
sout2982,pom
sout2984,peq
sout2985,skd
sout2989,enx
sout2990,qup
sout2991,quh
sout2992,qxo
sout2994,nab
sout2996,ayc
sout2999,pmz
sout3000,meh
sout3001,mit
sout3002,mxy
sout3004,zsr
sout3005,zpd
sout3010,rgs
sout3051,giz
sout3123,ajp
sout3125,bjq
sout3127,cpy
sout3128,nsv
sout3129,ysp
sout3221,ccy
sout3222,mdo
sout3223,nhs
sout3224,pec
sout3225,tle
sout3241,itd
sout3250,csp
sout3251,sct
sout3270,nbl
sout3368,obk
sout3391,xpx
souu1238,sqq
sowa1244,sww
sowa1245,sow
soya1236,vmq
soya1237,vmp
span1263,ssp
spit1240,spt
spok1245,spo
squa1248,squ
sran1240,srn
sril1237,sqs
sril1245,sci
stan1288,spa
stan1289,cat
stan1290,fra
stan1293,eng
stan1295,deu
stan1306,zsm
stan1318,arb
stan1324,zgh
stan1325,lvs
stel1238,stl
stod1241,sbu
ston1242,sto
stra1244,str
suab1238,szp
suar1238,seo
suau1242,swp
suba1238,sxb
suba1252,ssc
suba1254,suh
subi1246,sbs
subi1247,xsj
subt1250,sut
suda1236,apd
suda1237,pga
sude1239,tgo
sudo1236,xsv
suen1241,sue
suga1248,sgi
suga1249,sug
sugu1243,kzs
suii1243,swi
suki1245,sui
suku1259,sub
suku1261,suk
suku1264,zsu
suku1272,syk
sula1248,szn
sulk1246,sua
sulo1237,srg
sulu1241,suv
suma1264,sqm
suma1269,siv
suma1270,six
sumb1240,suw
sumb1241,smw
sume1241,sux
sumi1235,nsm
sumt1234,csv
sumu1234,sum
suna1241,ssk
sund1252,sun
sund1255,osn
sung1271,suu
sunw1242,suz
suoy1242,syo
supy1237,spp
surb1238,sbj
surg1246,sgj
suri1267,suq
suri1273,sgd
suri1274,sul
surj1235,sjp
surr1238,tdl
surs1246,sgz
suru1258,sde
suru1261,mdz
suru1262,sru
suru1263,swx
susq1241,sqn
susu1250,sus
susu1251,ssu
suun1239,sdj
suwa1241,swu
suya1243,suy
svan1243,sva
swab1242,swg
swah1253,swh
swam1239,csw
swat1243,ssw
swed1236,swl
swed1254,swe
swis1235,slf
swis1240,sgg
swis1241,ssr
swis1247,gsw
sydn1236,xdk
syen1235,shz
sylh1242,syl
taab1238,tap
taba1259,tab
taba1263,tby
taba1264,zoq
taba1265,nhc
taba1266,chf
taba1268,zat
tabl1243,tnm
tabo1241,knv
tabr1243,tzx
taca1256,tna
taca1257,xtt
taca1258,mtz
tach1242,lts
tach1249,shy
tach1250,shi
tada1238,dsq
tady1237,tdy
taee1237,rob
tafi1243,tcd
taga1268,klg
taga1270,tgl
taga1272,bgs
taga1273,mvv
taga1278,oua
taga1279,tgz
tagb1255,tbm
tagb1258,tbw
tagd1238,tda
tagi1240,tgx
tagi1241,tgj
tago1246,tag
tagw1240,tgw
taha1241,thv
tahi1242,tah
tahl1239,tht
taia1239,gpn
taid1247,blt
taid1248,tyj
taid1249,tyr
taid1250,twh
taih1245,thc
taih1246,tiz
taii1241,taw
taik1255,aos
tail1246,tlq
tail1247,thi
tail1248,tjl
taim1250,tmp
tain1252,tdd
tain1253,ago
tain1254,tnq
taip1250,tpo
tair1256,uar
tait1248,tmm
tait1250,dav
taiv1237,tvx
taiw1241,tss
taiy1242,cuu
taiz1242,acq
taje1237,pee
taji1245,tgk
taji1246,tdj
taji1248,abh
taju1238,tja
take1255,tks
take1257,tkm
taki1248,tbc
takp1246,tkk
taku1254,tkz
taku1257,nho
takw1238,tke
tala1285,tld
tala1295,tak
tali1257,tdf
tali1258,tlj
tali1259,tlr
tali1262,tlv
tall1250,tal
talo1250,tlo
talo1251,tln
talo1252,tlk
talo1253,tzl
talu1238,yta
talu1239,ilw
taly1247,tly
tama1328,tcl
tama1331,tma
tama1335,tmn
tama1336,tcg
tama1338,tmz
tama1339,vmx
tama1340,ten
tama1365,taq
tamb1253,tls
tamb1254,kzt
tamb1257,xxt
tamb1267,tdk
tami1289,tam
tami1290,tmy
tamk1242,tax
tamn1235,tml
tamp1251,tpu
tamp1252,tpm
tamp1254,low
tana1281,tpv
tana1288,tcm
tana1289,tfn
tana1290,tcb
tand1253,tni
tand1256,tdx
tand1258,tgn
tane1237,tnx
tang1330,tnv
tang1334,txg
tang1336,nmf
tang1347,tgp
tang1348,tgg
tang1353,tkx
tang1355,tgu
tang1356,tbs
tang1372,ytl
tang1374,tnf
tani1255,tbe
tani1257,tnc
tanj1247,uji
tanj1248,tnj
tano1246,txy
tanz1238,tza
tanz1241,xnj
tapa1260,qcs
tape1236,tbb
tape1242,afp
tapi1253,tpj
tapi1254,taf
tara1313,tro
tare1239,tgr
tari1256,tae
tari1263,rif
tarj1235,txj
taro1263,yer
taro1264,trv
tarp1240,tpf
tarp1241,suf
tart1237,txr
taru1236,tdm
tasa1240,twq
tase1235,nst
tasm1246,tmt
tasm1247,xtz
tata1255,tat
tata1257,txx
tata1258,cta
tatu1247,tav
taua1242,ttd
taul1251,tuh
taun1248,tco
taup1242,tpa
taus1251,tsg
taus1252,tad
taus1253,trr
tauy1241,tya
tave1240,tvs
tavo1242,tvn
tavr1235,rmu
tawa1270,twl
tawa1275,tbo
tawa1278,xtw
tawa1286,ttq
tawa1289,twm
tawo1243,twy
tawo1244,tbp
tawr1235,tcp
taya1256,ayy
taya1257,thz
tayb1240,tas
tayk1238,tnu
tayo1238,cks
tays1238,tys
tayt1241,tyt
tayy1238,tyz
tazn1238,grr
tbol1240,tbl
tchi1245,tck
tchu1241,bqa
tean1237,tkw
tebu1239,dtu
tebu1240,tsy
tecp1235,tcw
teda1241,tuq
tedi1235,ctd
teee1242,tkq
teen1242,lor
tefa1238,tfo
tega1236,ras
tehi1237,kps
tehu1242,teh
teiw1235,twe
teja1235,ztt
teke1274,ifm
teke1275,teg
teke1276,tyx
teke1277,lli
teke1278,ebo
teke1279,nzu
teke1280,kkw
teke1281,tyi
tekt1235,ttc
tela1241,tvm
tele1256,tlf
telu1262,tel
telu1263,tlt
tema1239,nhv
tema1243,tjo
temb1270,tbt
temb1272,tmv
temb1276,tqb
teme1252,tdo
temi1246,tea
temi1247,soz
temm1241,kdh
temo1243,tmo
temo1245,ott
temp1235,tdu
temu1239,tmw
tena1240,quw
tena1241,otn
tene1248,dtk
teng1267,vkt
teng1272,tes
tenh1241,pah
teni1238,tqn
teni1244,tns
tenn1245,tct
tenn1246,tex
teop1238,tio
teor1240,tev
tepe1278,tep
tepe1279,cnt
tepe1280,cux
tepi1241,cte
tepo1239,ted
tera1251,ttr
tere1272,tef
tere1276,trb
tere1277,twg
tere1278,buo
tere1279,ter
teri1244,tec
teri1250,tfr
term1237,twu
tern1247,tft
tern1248,tmg
ters1235,sjt
tesa1236,tkg
tese1238,keg
tesh1239,twc
teso1249,teo
tete1250,tll
tete1251,nhg
tete1252,teb
tets1235,tez
tetu1245,tet
tetu1246,tdt
teun1241,tve
teut1235,cut
tewa1260,tew
tewe1238,twx
texc1235,otx
texi1237,poq
texm1235,zpz
tezo1238,mxb
thaa1239,thy
thac1235,thn
thad1238,tcz
thai1240,tsq
thai1259,soa
thai1261,tha
thai1262,cth
thak1245,ths
than1255,nki
than1259,thf
thao1240,ssf
thar1283,thk
thay1248,typ
thay1249,thd
thee1240,thx
thii1234,iin
thom1243,thp
thoo1240,tou
thop1236,ytp
thra1250,txh
thud1238,thw
thul1246,tdh
thul1247,tyl
thur1254,tbh
thur1255,thu
tiag1235,ahi
tial1239,mnl
tian1237,tbj
tibe1272,bod
tibe1274,ngy
tibe1277,lsn
tich1238,tcn
ticu1245,tca
tida1235,mtx
tidi1241,tia
tido1248,tvo
tidu1239,tid
tief1242,tiq
tiem1235,boo
tien1242,tii
tiey1235,boz
tifa1245,tif
tiga1245,tgc
tigo1236,nza
tigr1270,tig
tigr1271,tir
tiii1241,txq
tija1235,xtl
tika1246,tik
tiko1237,tkp
tila1239,otl
till1254,til
tilq1235,zts
tilu1238,tij
tima1241,tms
timb1251,tim
timn1235,tem
timo1258,tvy
timu1245,tjm
timu1262,tih
tina1246,lbf
tina1248,xsb
tind1238,tin
ting1238,tgv
ting1253,tie
tini1245,tit
tino1235,tne
tinp1237,tpz
tipp1239,tpe
tira1253,tra
tira1254,tic
tira1258,tde
tiri1258,cir
tiru1241,tiy
tita1240,tdq
tita1241,ttv
tivv1240,tiv
tiwa1253,lax
tiwi1244,tiw
tjur1240,tju
tlac1235,tpt
tlac1237,tpl
tlac1239,ctl
tlac1240,zpk
tlah1239,mxp
tlal1234,nhj
tlam1239,nuz
tlaz1235,mqh
tlin1245,tli
toab1237,mlu
toal1234,tlz
toar1246,tqo
toba1266,tti
toba1268,tmf
toba1269,tob
toba1280,tng
toba1282,tgh
tobe1252,tlb
tobi1238,tox
tobi1239,tgb
tobo1251,tbv
toca1235,asu
toch1257,taz
toda1252,tcx
todr1244,tdr
tofa1246,tlg
tofi1235,tfi
togb1241,tor
togo1252,tgy
toho1245,ood
tojo1241,toj
toka1244,zuh
toke1240,tkl
tokh1242,xto
tokh1243,txb
toki1239,tok
tokp1240,tpi
toku1246,tkn
tola1247,lbw
toll1241,jic
tolo1255,tlm
tolo1259,tol
toma1245,tod
toma1248,tdi
tomb1243,tom
tomb1244,txa
tomb1245,ttp
tome1239,toe
tomi1243,txm
tomm1242,dto
tomo1243,dtm
tomo1244,tqp
tomy1239,tmx
tond1249,tst
tond1251,tdn
tong1308,tnz
tong1318,toi
tong1320,tny
tong1321,tog
tong1325,ton
tong1329,xgf
tonj1246,tjn
tonk1249,tqw
tons1239,tnw
tons1240,txs
tont1239,tnt
tooo1238,toz
toor1238,ttj
topo1242,toq
topo1243,toy
tora1259,ttu
tora1261,sda
tora1263,trz
tora1267,trj
torn1244,fit
toro1249,tdv
toro1251,tqr
toro1252,dts
toro1253,dtt
toro1255,tno
torr1259,tei
torr1261,tcs
torw1241,trw
tosk1239,als
tote1238,ttl
toto1302,txo
toto1304,txe
toto1305,mto
toto1306,ttk
toto1308,zph
touo1238,tqu
tour1242,neb
tour1243,don
towe1240,ttn
tran1282,xtg
trav1235,trl
trav1236,rmg
trav1237,rmd
treg1243,trm
trem1235,tme
trie1243,stg
trim1239,tip
trin1271,trx
trin1273,tgq
trin1274,trn
trin1276,trf
trin1277,lst
trio1238,tri
truk1242,tka
trum1247,tpy
tsaa1242,tsa
tsak1248,tsd
tsak1249,tkr
tsak1250,kvz
tsam1247,tsb
tsat1238,huq
tsek1238,tsk
tset1236,txc
tsha1245,tsj
tsik1238,kdl
tsim1257,xmw
tsis1238,tsw
tsoa1238,hio
tsog1243,tsv
tson1249,tso
tsoo1241,ldp
tsot1241,lto
tsot1242,fly
tsou1248,tsu
tsum1240,ttz
tsun1242,tsl
tsuv1239,tvd
tsuv1243,tsh
tswa1237,two
tswa1253,tsn
tswa1255,tsc
tual1242,nrt
tuam1242,pmt
tuar1240,tmh
tuba1278,tub
tuba1279,tbu
tuca1252,tuo
tuge1241,tuy
tugu1245,tzn
tugu1246,tuj
tuka1248,khc
tuka1249,bhq
tuki1240,bag
tukp1239,tpq
tuku1240,tkf
tuku1254,tkd
tula1252,tul
tule1244,tlu
tuli1249,tey
tulu1258,tcy
tulu1259,rak
tuma1248,krt
tuma1250,iou
tuma1260,tmc
tumb1250,tum
tumi1238,kku
tuml1238,tmq
tums1237,xtq
tumt1243,tbr
tumu1242,sil
tumz1238,mzb
tund1254,enh
tune1241,baz
tune1261,tvu
tung1290,lcm
tung1293,trt
tuni1249,tse
tuni1251,tug
tuni1252,tun
tuni1259,aeb
tunj1244,tjg
tunn1238,tqq
tunz1235,dza
tuot1238,ttf
tupa1250,tpr
tupi1272,tpk
tupi1273,tpn
tupi1274,tpw
tupu1244,tui
tura1265,trh
turi1246,trd
turi1247,twt
turk1288,tsm
turk1303,klj
turk1304,tuk
turk1306,tuz
turk1308,tuv
turk1310,tch
turo1239,tru
turu1249,try
turu1250,tqm
tusc1257,tus
tute1247,tta
tuto1241,ttg
tuto1242,ttx
tuts1235,tvt
tutu1241,tmi
tutu1242,tuu
tutu1243,mtu
tuva1244,tvl
tuvi1240,tyv
tuwa1242,tww
tuwa1243,ifk
tuwu1238,bov
tuxa1239,tud
tuxi1238,tux
tuyu1244,tue
twan1247,twa
twee1234,xjb
twen1241,twd
twen1242,twn
twii1234,twi
tyap1238,kcg
tyar1236,woa
tzel1254,tzh
tzel1255,tzb
tzot1259,tzo
tzot1260,tzs
tzot1261,tzu
tzot1262,tzc
tzot1263,tze
tzot1264,tzz
tzut1248,tzj
tzut1249,tzt
uabm1237,aoz
uamu1236,uam
uare1241,ksj
ubag1245,byc
uban1243,uba
ubii1238,ubi
ubir1237,ubr
ubyk1235,uby
ucay1237,cpb
udaa1238,uda
udih1248,ude
udii1243,udi
udmu1245,udm
uduk1239,udu
ufim1240,ufi
ugan1238,ugn
ugar1238,uga
ughe1237,uge
ugon1239,ugo
uham1238,uha
uigh1240,uig
uisa1238,uis
ujir1237,udj
ukaa1243,kcf
ukhw1241,ukh
ukit1237,umi
ukpe1247,ukp
ukpe1249,akd
ukra1235,ukl
ukra1253,ukr
ukue1238,uku
ukur1240,ukg
ukwa1238,ukq
ukwu1241,ukw
ulau1237,svb
ulch1241,ulc
ulit1238,uli
ulla1237,ull
uluk1257,ulb
ulum1237,ulm
ulwa1239,ulw
umaa1242,ppk
umal1238,ulu
umal1239,xky
uman1240,gdn
umat1237,uma
umbi1243,umd
umbr1253,xum
umbu1235,umr
umbu1256,umg
umbu1257,umb
umbu1258,ubu
umed1238,upi
umes1235,sju
umii1236,xud
umir1236,due
umon1238,umm
umot1240,umo
umpi1239,ump
unaa1239,mtg
unam1242,unm
unde1235,unz
unea1237,bbn
unem1238,une
ungg1243,xgu
ungg1244,xun
unii1234,uni
unse1236,uln
unua1237,onu
unub1234,unu
uokh1238,uok
uppe1235,tov
uppe1275,tku
uppe1395,hsb
uppe1400,sxu
uppe1406,tth
uppe1424,kgh
uppe1427,dmg
uppe1430,dna
uppe1436,xup
uppe1437,tau
uppe1438,kuu
uppe1439,cjh
uppe1455,pov
uppe1459,ubm
urad1239,urf
urak1238,urk
ural1274,url
urap1239,urm
urap1240,uro
urar1245,xur
urar1246,ura
urat1244,urt
urav1235,uur
urdu1245,urd
urho1239,urh
urig1240,urg
urii1240,uvh
urim1251,urx
urim1252,uri
urip1239,upv
urni1239,urc
urua1242,urv
urua1244,urn
urub1243,uks
urub1250,urb
urue1240,urz
urug1238,ugy
urum1249,uum
urum1250,uru
urup1235,urp
uruu1244,ure
usag1244,usk
usan1239,wnu
usar1243,usa
usho1238,ush
usil1237,cuc
usku1243,ulf
uspa1245,usp
usui1238,usi
utar1238,omo
utes1238,ute
utno1237,wsg
utuu1240,utu
uuuu1243,uuu
uvbi1238,evh
uyaa1238,usu
uzbe1247,uzb
uzbe1248,auz
uzek1238,eze
vaag1238,vaa
vaal1235,kqu
vafs1240,vaf
vagh1246,vgr
vagh1248,dkg
vagh1249,tva
vagl1239,vag
vaii1241,vai
vaip1239,vap
vale1250,vae
vale1251,vsv
vall1252,vmv
vall1253,cvn
valm1241,van
valp1237,vlp
vama1243,mkt
vame1236,mlr
vang1243,mpr
vani1248,vam
vano1237,vnk
vanu1242,vau
vaoo1237,vao
varh1239,vah
vari1239,vrs
varl1238,vav
vasa1239,vas
vase1234,vaj
vatr1237,vlr
vedd1240,ved
vehe1237,val
velu1238,vel
vemg1240,vem
vend1245,ven
vene1237,vsl
vene1257,xve
vene1258,vec
veng1238,bav
vent1242,veo
veps1250,vep
vera1241,vra
vidu1238,vid
viem1243,vig
viet1252,vie
vile1241,vil
vili1238,vif
vill1242,dyg
vinc1243,svc
vinm1237,vnm
vinz1238,vin
virg1240,vic
vish1243,vis
viti1241,vit
vito1235,vto
vlaa1235,vgt
vlaa1240,vls
vlax1238,rmy
vola1234,vol
vols1237,xvo
vono1238,kch
voro1240,vor
voti1245,vot
vumb1238,vum
vuna1239,vnp
vunj1238,vun
vure1239,msn
vute1244,vut
vwan1235,wbi
waam1236,wmn
waam1244,wwa
waat1238,ssn
wabb1237,wab
wabo1240,wbb
wabo1241,kmx
waci1239,wci
wada1263,wdg
wadd1237,wbq
wadi1248,kxp
wadi1260,xwd
wadi1261,wdk
wadj1254,wdj
wadj1255,wdu
waem1237,wag
waer1237,wrx
waff1241,waj
waga1260,wga
waga1262,wgw
waga1268,wgb
wagd1238,wbr
wage1238,waq
wagi1249,fad
waha1238,whk
waha1239,whu
waig1243,wbk
waig1244,wgo
wail1242,wlr
wail1244,wlk
waim1251,rro
waim1252,wmh
waim1253,atr
waim1255,bao
waio1238,wli
waiw1244,waw
waja1257,wbv
waja1259,wja
waju1234,xwj
waka1274,wkw
waka1275,wav
waka1282,wwb
wakd1237,wkd
wakh1245,wbl
wako1235,waf
wala1263,nlw
wala1266,lgl
wala1269,wlw
wali1261,wly
wali1262,wll
wali1263,wlx
wall1238,waa
wall1255,wln
wall1257,wls
walm1241,wmt
walo1239,dwl
wals1238,wae
walu1241,ola
wama1247,wmc
wamb1257,wme
wamb1258,wmb
wamb1259,wms
wame1240,cou
wami1239,wmi
wamp1247,lbq
wamp1248,waz
wamp1249,wam
wamp1250,qyp
wana1268,wnp
wana1269,wnb
wanc1238,nnp
wand1263,wnd
wand1264,wbh
wand1266,wdd
wand1267,wad
wand1278,mfi
wane1241,wne
wane1242,hwa
wang1289,wnm
wang1290,wgg
wang1291,wyb
wang1294,lwg
wang1299,wng
wanm1242,wbt
wann1241,jub
wann1242,wan
wano1243,wno
want1252,wnc
wanu1241,wnk
wany1247,wny
waor1240,auc
wapa1235,juk
waph1238,juw
wapi1253,wap
wapp1239,wao
wara1290,wrz
wara1292,wbf
wara1294,tci
wara1299,srv
wara1300,war
wara1302,bpe
wara1303,wba
ward1243,wrd
ward1246,wrr
ward1248,wxw
ware1252,wre
ware1253,wsa
ware1254,wai
wari1262,wri
wari1264,wbe
wari1266,wrs
wari1268,pav
warj1242,aml
warj1253,wji
wark1247,bgv
warl1254,wbp
warl1255,wrl
warl1256,wrb
warn1244,wrn
waro1242,wrp
warr1255,wgy
warr1257,gjm
warr1258,wwr
waru1264,wrg
waru1265,wrm
waru1266,wru
waru1267,wrv
wasa1244,wss
wasc1239,wac
wase1252,gsp
wash1253,was
wask1241,wsk
wasu1238,wsu
wata1251,wtk
wata1253,wax
wath1238,wth
watu1247,wah
waur1244,wau
wauy1237,wuy
wawa1246,www
wawo1239,wow
waxi1236,wxa
waya1264,ctt
waya1269,way
waya1270,oym
wayo1238,wyr
wayu1241,vay
wayu1243,guc
weda1241,wed
wehh1238,weh
weje1237,wew
wela1234,weu
wela1235,wlh
weli1239,klh
wels1246,rmw
wels1247,cym
wemb1241,xww
weme1239,wem
wend1234,wdt
weno1238,wob
were1244,wei
werg1234,weg
weri1253,wer
wers1238,kvw
weso1238,gxx
west1506,ywl
west1507,hmw
west1510,ojw
west1511,tqt
west2354,fry
west2356,wep
west2361,yih
west2368,bgn
west2369,pes
west2386,pnb
west2392,mrj
west2396,lcp
west2397,brv
west2398,kuf
west2402,ybe
west2408,mut
west2409,kyu
west2415,tdg
west2417,wmg
west2418,mrd
west2420,kjl
west2422,raf
west2430,mmr
west2435,unp
west2441,are
west2450,lia
west2454,fuh
west2456,xwl
west2458,bbp
west2465,ssl
west2466,kza
west2471,uss
west2488,krw
west2500,mlq
west2513,nnd
west2516,uve
west2519,wyy
west2535,mss
west2538,txn
west2541,lmj
west2548,drn
west2555,mbb
west2557,suc
west2559,twb
west2560,bdr
west2563,pne
west2564,zbw
west2594,dnw
west2599,kew
west2600,mqs
west2615,apw
west2618,ikt
west2624,nhw
west2630,abe
west2631,pua
west2632,kjq
west2635,knj
west2640,gnw
west2643,jmx
west2644,ctp
west2650,cja
west2651,tnb
west2721,gaz
west2763,amw
west2778,azn
west2863,fri
west3000,czk
weta1242,wwo
wewa1238,wea
wewe1238,wec
weyt1237,woy
whit1266,lwh
whit1267,giw
whit1269,tnp
wiar1238,tua
wich1260,wic
wich1262,mtp
wich1263,wlv
wich1264,mzh
wika1238,wik
wike1239,wie
wiki1239,wij
wikk1239,wif
wikm1246,wih
wikm1247,wim
wikn1245,wig
wikn1246,wua
wila1240,wil
wint1259,wit
winy1241,kst
wipi1242,gdr
wira1260,wiw
wira1262,wrh
wira1264,wir
wira1265,wgu
wiru1244,wiu
wiyo1248,wiy
wocc1242,xwc
woga1249,wog
woge1237,woc
woii1237,wbw
woiw1237,wyi
woje1238,jod
wola1242,wal
wola1243,wod
wola1253,wle
wole1240,woe
woli1241,wlo
womn1235,wom
womo1238,wmx
womp1235,wmo
wong1246,xwk
wong1247,won
wood1236,cwd
wori1245,kda
wori1246,wor
woro1256,jud
worr1237,wro
wota1240,wsv
wotj1234,xwt
wotu1240,wtw
woun1238,noa
wuch1236,wuu
wudi1238,ywq
wudu1238,wud
wulg1239,qgu
wuli1242,wlu
wuln1239,wux
wumb1241,bqm
wumb1242,wum
wume1235,ywu
wume1236,ywm
wuna1248,bwn
wuna1249,wub
wunu1234,wnn
wurr1238,wur
wusa1235,yig
wush1238,bse
wusi1237,wsi
wutu1241,wuh
wutu1244,wut
wuvu1239,wuv
wuzl1236,udl
wyan1247,wya
wymy1235,wym
xaas1235,kao
xada1235,zax
xakr1238,xkr
xamm1241,xam
xamt1239,xan
xana1235,ztg
xara1243,axx
xara1244,ane
xava1240,xav
xegw1238,xeg
xere1240,xer
xeta1241,xet
xhos1239,xho
xian1249,xia
xian1251,hsn
xibe1242,sjo
xico1235,too
xinc1247,xin
xing1248,asn
xipa1240,xiy
xipi1238,xip
xiri1242,xii
xiri1243,xir
xish1235,ywt
xokl1240,xok
xuku1239,xoo
xwel1235,xwe
yaaa1242,tyy
yaak1241,muu
yaba1248,yar
yaba1249,ybn
yabe1254,jae
yabe1255,ybm
yabo1240,ybo
yabu1234,yxy
yace1238,ekr
yaey1239,rys
yafi1240,wfg
yaga1260,ygr
yaga1262,yxg
yagn1238,yai
yago1240,ygm
yagu1244,yad
yagw1240,ygw
yaha1247,rhp
yaha1248,ner
yahu1241,ynu
yaka1269,yaf
yaka1272,axk
yaka1274,iyx
yaka1275,ykk
yaka1277,yka
yaki1237,yak
yakk1236,ybh
yako1252,yky
yaku1245,sah
yala1242,xyl
yala1262,ylr
yala1263,yba
yala1266,jal
yala1267,zpu
yale1246,nce
yalu1240,yal
yama1260,ymp
yama1264,yag
yamb1251,yam
yamb1252,yat
yamb1254,ymb
yamd1240,jmd
yame1242,yme
yami1254,tao
yami1256,yaa
yamn1237,ymn
yamo1246,ymg
yamp1242,ybi
yamp1243,yma
yana1271,ynn
yana1272,qur
yand1251,yda
yand1253,ynd
yand1257,dym
yand1261,xyb
yane1238,ame
yang1286,zyg
yang1288,jng
yang1289,yng
yang1290,bsx
yang1292,ynh
yang1293,yav
yang1295,ygl
yang1296,ymo
yang1297,yde
yang1298,ynl
yang1301,ybd
yang1305,tjj
yang1309,ysm
yank1247,kdd
yann1237,jay
yano1261,guu
yano1262,wca
yans1239,yns
yany1243,jao
yaoo1241,yao
yaos1235,asy
yaou1238,yre
yape1248,yap
